np_id,np_smi,chem_id,chem_smi,standard,pvalue,Assay_ChEMBL_ID,Confidence_Score,Assay_Type,target_id,target_name,target_organism
CNP0255382,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC,CHEMBL347423,CCCOC(=O)c1c(-c2ccccc2)nc(CCF)c(C(=O)SCC)c1CCC,Ki,4.51,CHEMBL641303,9,B,CHEMBL302,Adenosine A2a receptor,Rattus norvegicus
CNP0255382,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC,CHEMBL422184,CCCc1c(C(=O)SCC)c(CC)nc(-c2ccccc2)c1C(=O)OCCCF,Ki,5.01,CHEMBL641303,9,B,CHEMBL302,Adenosine A2a receptor,Rattus norvegicus
CNP0255382,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC,CHEMBL422184,CCCc1c(C(=O)SCC)c(CC)nc(-c2ccccc2)c1C(=O)OCCCF,Ki,6.29,CHEMBL642017,9,B,CHEMBL3360,Adenosine A3 receptor,Rattus norvegicus
CNP0251847,CCOc1ccc2ccc(=O)oc2c1,CHEMBL1957186,O=c1ccc2ccc(OCCF)cc2o1,Ki,6.23,CHEMBL1961264,9,B,CHEMBL3242,Carbonic anhydrase XII,Homo sapiens
CNP0251847,CCOc1ccc2ccc(=O)oc2c1,CHEMBL1957186,O=c1ccc2ccc(OCCF)cc2o1,Ki,6.17,CHEMBL1961263,9,B,CHEMBL3594,Carbonic anhydrase IX,Homo sapiens
CNP0251847,CCOc1ccc2ccc(=O)oc2c1,CHEMBL1957186,O=c1ccc2ccc(OCCF)cc2o1,Ki,4.37,CHEMBL1961261,9,B,CHEMBL261,Carbonic anhydrase I,Homo sapiens
CNP0251634,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,CHEMBL1939980,O=C1C2=C(NC(=S)NC2c2cccc(Br)c2)c2ccccc21,IC50,7.15,CHEMBL1944173,9,F,CHEMBL5160,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus
CNP0251634,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,CHEMBL1939980,O=C1C2=C(NC(=S)NC2c2cccc(Br)c2)c2ccccc21,IC50,6.3,CHEMBL1944172,9,F,CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,Homo sapiens
CNP0251634.1,O=C1C2=C(NC(=S)N[C@@H]2c2ccccc2)c2ccccc21,CHEMBL1939980,O=C1C2=C(NC(=S)NC2c2cccc(Br)c2)c2ccccc21,IC50,7.15,CHEMBL1944173,9,F,CHEMBL5160,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus
CNP0251634.1,O=C1C2=C(NC(=S)N[C@@H]2c2ccccc2)c2ccccc21,CHEMBL1939980,O=C1C2=C(NC(=S)NC2c2cccc(Br)c2)c2ccccc21,IC50,6.3,CHEMBL1944172,9,F,CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,Homo sapiens
CNP0251634.2,O=C1C2=C(NC(=S)N[C@H]2c2ccccc2)c2ccccc21,CHEMBL1939980,O=C1C2=C(NC(=S)NC2c2cccc(Br)c2)c2ccccc21,IC50,7.15,CHEMBL1944173,9,F,CHEMBL5160,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus
CNP0251634.2,O=C1C2=C(NC(=S)N[C@H]2c2ccccc2)c2ccccc21,CHEMBL1939980,O=C1C2=C(NC(=S)NC2c2cccc(Br)c2)c2ccccc21,IC50,6.3,CHEMBL1944172,9,F,CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,Homo sapiens
CNP0263722,O=C(O)CCCc1nc2ccccc2c(=O)[nH]1,CHEMBL4163786,O=C(O)CCCc1nc2cccc(F)c2c(=O)[nH]1,IC50,4.6,CHEMBL4143309,9,B,CHEMBL4295623,Exoenzyme S,Pseudomonas aeruginosa
CNP0263722,O=C(O)CCCc1nc2ccccc2c(=O)[nH]1,CHEMBL4163786,O=C(O)CCCc1nc2cccc(F)c2c(=O)[nH]1,IC50,5.11,CHEMBL4143311,9,B,CHEMBL4295623,Exoenzyme S,Pseudomonas aeruginosa
CNP0263722,O=C(O)CCCc1nc2ccccc2c(=O)[nH]1,CHEMBL4163786,O=C(O)CCCc1nc2cccc(F)c2c(=O)[nH]1,IC50,4.52,CHEMBL4143309,9,B,CHEMBL4295623,Exoenzyme S,Pseudomonas aeruginosa
CNP0263722,O=C(O)CCCc1nc2ccccc2c(=O)[nH]1,CHEMBL4163786,O=C(O)CCCc1nc2cccc(F)c2c(=O)[nH]1,IC50,5.12,CHEMBL4143311,9,B,CHEMBL4295623,Exoenzyme S,Pseudomonas aeruginosa
CNP0263722,O=C(O)CCCc1nc2ccccc2c(=O)[nH]1,CHEMBL4171665,O=C(O)CCCc1nc2cc(F)c(F)cc2c(=O)[nH]1,IC50,4.83,CHEMBL4143309,9,B,CHEMBL4295623,Exoenzyme S,Pseudomonas aeruginosa
CNP0263722,O=C(O)CCCc1nc2ccccc2c(=O)[nH]1,CHEMBL4171665,O=C(O)CCCc1nc2cc(F)c(F)cc2c(=O)[nH]1,IC50,4.82,CHEMBL4143309,9,B,CHEMBL4295623,Exoenzyme S,Pseudomonas aeruginosa
CNP0251634,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,CHEMBL1939982,O=C1C2=C(NC(=S)NC2c2cccc(F)c2)c2ccccc21,IC50,5.96,CHEMBL1944172,9,F,CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,Homo sapiens
CNP0251634,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,CHEMBL1939982,O=C1C2=C(NC(=S)NC2c2cccc(F)c2)c2ccccc21,IC50,6.41,CHEMBL1944173,9,F,CHEMBL5160,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus
CNP0251634.1,O=C1C2=C(NC(=S)N[C@@H]2c2ccccc2)c2ccccc21,CHEMBL1939982,O=C1C2=C(NC(=S)NC2c2cccc(F)c2)c2ccccc21,IC50,5.96,CHEMBL1944172,9,F,CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,Homo sapiens
CNP0251634.1,O=C1C2=C(NC(=S)N[C@@H]2c2ccccc2)c2ccccc21,CHEMBL1939982,O=C1C2=C(NC(=S)NC2c2cccc(F)c2)c2ccccc21,IC50,6.41,CHEMBL1944173,9,F,CHEMBL5160,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus
CNP0251634.2,O=C1C2=C(NC(=S)N[C@H]2c2ccccc2)c2ccccc21,CHEMBL1939982,O=C1C2=C(NC(=S)NC2c2cccc(F)c2)c2ccccc21,IC50,5.96,CHEMBL1944172,9,F,CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,Homo sapiens
CNP0251634.2,O=C1C2=C(NC(=S)N[C@H]2c2ccccc2)c2ccccc21,CHEMBL1939982,O=C1C2=C(NC(=S)NC2c2cccc(F)c2)c2ccccc21,IC50,6.41,CHEMBL1944173,9,F,CHEMBL5160,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus
CNP0263266,O=C(c1ccccc1)c1cc2ccc(O)cc2oc1=O,CHEMBL1533835,O=C(c1ccc(F)cc1)c1cc2ccc(O)cc2oc1=O,EC50,6.14,CHEMBL1614192,9,B,CHEMBL5567,Luciferin 4-monooxygenase,Photinus pyralis
CNP0261583.2,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,CHEMBL102847,CC(C)=CCN1CCC2(C)c3c(cc(Br)c(O)c3Br)CC1C2C,Ki,6.68,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.1,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,CHEMBL102847,CC(C)=CCN1CCC2(C)c3c(cc(Br)c(O)c3Br)CC1C2C,Ki,6.68,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.3,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,CHEMBL102847,CC(C)=CCN1CCC2(C)c3c(cc(Br)c(O)c3Br)CC1C2C,Ki,6.68,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0251508.2,C[C@@H](N)Cc1ccccc1,CHEMBL2092973,C[C@@H](N)Cc1ccc(I)cc1,Ki,8.92,CHEMBL640781,9,B,CHEMBL318,Adenosine A1 receptor,Rattus norvegicus
CNP0261583.2,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,CHEMBL102860,CC(C)=CCN1CCC2(C)c3cc(O)c(Br)cc3CC1C2C,Ki,7.14,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.2,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,CHEMBL102860,CC(C)=CCN1CCC2(C)c3cc(O)c(Br)cc3CC1C2C,Ki,6.44,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.1,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,CHEMBL102860,CC(C)=CCN1CCC2(C)c3cc(O)c(Br)cc3CC1C2C,Ki,7.14,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.1,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,CHEMBL102860,CC(C)=CCN1CCC2(C)c3cc(O)c(Br)cc3CC1C2C,Ki,6.44,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.3,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,CHEMBL102860,CC(C)=CCN1CCC2(C)c3cc(O)c(Br)cc3CC1C2C,Ki,7.14,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.3,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,CHEMBL102860,CC(C)=CCN1CCC2(C)c3cc(O)c(Br)cc3CC1C2C,Ki,6.44,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0255491.3,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@H](Cc1ccc(OC)c(c1)-c1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4,CHEMBL446564,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@H](Cc1ccc(OC)c(c1)-c1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4.Cl,IC50,5.5,CHEMBL997481,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
CNP0251508.2,C[C@@H](N)Cc1ccccc1,CHEMBL48888,CC(N)Cc1ccc(Cl)c(Cl)c1,Ki,4.83,CHEMBL913948,9,B,CHEMBL4617,Phenylethanolamine N-methyltransferase,Homo sapiens
CNP0261346,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CHEMBL273786,Cc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1,IC50,7.7,CHEMBL672047,9,B,CHEMBL339,Dopamine D2 receptor,Rattus norvegicus
CNP0261346,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CHEMBL273786,Cc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1,IC50,7.7,CHEMBL667093,9,B,CHEMBL3998,Dopamine D2 receptor,Bos taurus
CNP0255382,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC,CHEMBL163743,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCCF)c1CCC,Ki,4.61,CHEMBL641303,9,B,CHEMBL302,Adenosine A2a receptor,Rattus norvegicus
CNP0251508.2,C[C@@H](N)Cc1ccccc1,CHEMBL544709,CC(N)Cc1ccc(Cl)cc1.Cl,IC50,6.3,CHEMBL3258076,9,B,CHEMBL313,Serotonin transporter,Rattus norvegicus
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4090148,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)cc1,IC50,5.38,CHEMBL3992796,9,F,CHEMBL236,Delta opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4090148,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)cc1,IC50,7.05,CHEMBL3992797,9,F,CHEMBL237,Kappa opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4090148,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)cc1,IC50,6.66,CHEMBL3992795,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4090148,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)cc1,EC50,6.64,CHEMBL3992793,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0263819,O=C1C(=O)c2ccccc2-c2ccccc21,CHEMBL4462648,O=C1C(=O)c2cc(Cl)ccc2-c2ccccc21,EC50,5.75,CHEMBL4418534,9,B,CHEMBL2362976,Protein S100-A4,Homo sapiens
CNP0261583.2,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,CHEMBL419161,CC(C)=CCN1CCC2(C)c3cc(O)c(I)cc3CC1C2C,Ki,7.03,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.2,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,CHEMBL419161,CC(C)=CCN1CCC2(C)c3cc(O)c(I)cc3CC1C2C,Ki,6.65,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.1,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,CHEMBL419161,CC(C)=CCN1CCC2(C)c3cc(O)c(I)cc3CC1C2C,Ki,7.03,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.1,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,CHEMBL419161,CC(C)=CCN1CCC2(C)c3cc(O)c(I)cc3CC1C2C,Ki,6.65,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.3,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,CHEMBL419161,CC(C)=CCN1CCC2(C)c3cc(O)c(I)cc3CC1C2C,Ki,7.03,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0261583.3,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,CHEMBL419161,CC(C)=CCN1CCC2(C)c3cc(O)c(I)cc3CC1C2C,Ki,6.65,CHEMBL813142,9,B,CHEMBL3602,Sigma opioid receptor,Rattus norvegicus
CNP0255382,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC,CHEMBL164302,CCCOC(=O)c1c(-c2cccc(F)c2)nc(CC)c(C(=O)SCC)c1CCC,Ki,4.55,CHEMBL641303,9,B,CHEMBL302,Adenosine A2a receptor,Rattus norvegicus
CNP0255382,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC,CHEMBL163126,CCCOC(=O)c1c(-c2ccccc2F)nc(CC)c(C(=O)SCC)c1CCC,Ki,5.06,CHEMBL641303,9,B,CHEMBL302,Adenosine A2a receptor,Rattus norvegicus
CNP0248446.2,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccccc1,CHEMBL4592778,O=C1N[C@@H](Cc2cc(I)c(O)c(I)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,Kd,5.04,CHEMBL4323513,9,B,CHEMBL4523102,Cytochrome P450,Mycobacterium tuberculosis
CNP0256395.1,CC(C)C[C@H](NC(=O)Cn1ccc2ccccc21)C(=O)O,CHEMBL3315195,CC(C)C[C@H](NC(=O)Cn1ccc2cc(Br)ccc21)C(=O)O,EC50,5.0,CHEMBL3365186,9,F,CHEMBL4123,Neurotensin receptor 1,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4065924,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)c(Cl)c1,EC50,6.6,CHEMBL3992793,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4065924,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)c(Cl)c1,Ki,7.26,CHEMBL3992794,9,B,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4065924,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)c(Cl)c1,IC50,6.09,CHEMBL3992797,9,F,CHEMBL237,Kappa opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4065924,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)c(Cl)c1,IC50,6.64,CHEMBL3992795,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4066436,O=C(NCC1NCCc2ccccc21)c1cccc(Cl)c1,IC50,5.95,CHEMBL3992797,9,F,CHEMBL237,Kappa opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4066436,O=C(NCC1NCCc2ccccc21)c1cccc(Cl)c1,IC50,6.77,CHEMBL3992796,9,F,CHEMBL236,Delta opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4066436,O=C(NCC1NCCc2ccccc21)c1cccc(Cl)c1,EC50,6.42,CHEMBL3992793,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0254773,O=C(NCC1NCCc2ccccc21)c1ccccc1,CHEMBL4066436,O=C(NCC1NCCc2ccccc21)c1cccc(Cl)c1,IC50,5.69,CHEMBL3992795,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0258703.3,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5179721,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1c(F)c(O)c(O)c(O)c1F,IC50,7.55,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
CNP0258703.3,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5183972,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(F)c1,IC50,6.84,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
CNP0248446.2,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccccc1,CHEMBL4545848,O=C1N[C@@H](Cc2ccc(O)c(Cl)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,Kd,5.82,CHEMBL4323513,9,B,CHEMBL4523102,Cytochrome P450,Mycobacterium tuberculosis
CNP0248446.2,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccccc1,CHEMBL4467901,O=C1N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H]1Cc1ccc(O)c(I)c1,Kd,6.35,CHEMBL4323512,9,B,CHEMBL4523102,Cytochrome P450,Mycobacterium tuberculosis
CNP0248446.2,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccccc1,CHEMBL4471315,O=C1N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,Kd,6.55,CHEMBL4323513,9,B,CHEMBL4523102,Cytochrome P450,Mycobacterium tuberculosis
CNP0248446.2,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccccc1,CHEMBL4565125,O=C1N[C@@H](Cc2ccc(O)c(Br)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,Kd,6.34,CHEMBL4323513,9,B,CHEMBL4523102,Cytochrome P450,Mycobacterium tuberculosis
CNP0263819,O=C1C(=O)c2ccccc2-c2ccccc21,CHEMBL4435774,O=C1C(=O)c2cc(Br)ccc2-c2ccc(Br)cc21,EC50,4.72,CHEMBL4418534,9,B,CHEMBL2362976,Protein S100-A4,Homo sapiens
CNP0258703.3,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5187181,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1F)c1cc(O)c(O)c(O)c1F,IC50,7.27,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
CNP0243313,CN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1,CHEMBL4472022,CN1CCc2c(cc(O)c(O)c2Cl)[C@@H](c2ccccc2)C1,EC50,9.52,CHEMBL4371577,9,F,CHEMBL2056,Dopamine D1 receptor,Homo sapiens
CNP0262547.3,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,CHEMBL5093316,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)F)cc13,Ki,6.73,CHEMBL5042437,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0262547.3,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,CHEMBL5093316,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)F)cc13,Ki,5.89,CHEMBL5042439,9,B,CHEMBL4105907,Sigma intracellular receptor 2,Homo sapiens
CNP0262547.3,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,CHEMBL5093316,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)F)cc13,Ki,6.25,CHEMBL5042440,9,B,CHEMBL287,Sigma opioid receptor,Homo sapiens
CNP0262547.3,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,CHEMBL5093316,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)F)cc13,IC50,7.26,CHEMBL5042443,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0262547.6,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL5093316,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)F)cc13,Ki,6.73,CHEMBL5042437,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0262547.6,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL5093316,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)F)cc13,Ki,5.89,CHEMBL5042439,9,B,CHEMBL4105907,Sigma intracellular receptor 2,Homo sapiens
CNP0262547.6,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL5093316,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)F)cc13,Ki,6.25,CHEMBL5042440,9,B,CHEMBL287,Sigma opioid receptor,Homo sapiens
CNP0262547.6,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL5093316,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)F)cc13,IC50,7.26,CHEMBL5042443,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0262547.3,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,CHEMBL5078388,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,Ki,7.32,CHEMBL5042437,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0262547.3,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,CHEMBL5078388,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,Ki,6.08,CHEMBL5042439,9,B,CHEMBL4105907,Sigma intracellular receptor 2,Homo sapiens
CNP0262547.3,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,CHEMBL5078388,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,IC50,7.51,CHEMBL5042443,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0262547.3,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,CHEMBL5078388,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,Ki,6.12,CHEMBL5042440,9,B,CHEMBL287,Sigma opioid receptor,Homo sapiens
CNP0262547.6,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL5078388,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,Ki,7.32,CHEMBL5042437,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0262547.6,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL5078388,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,Ki,6.08,CHEMBL5042439,9,B,CHEMBL4105907,Sigma intracellular receptor 2,Homo sapiens
CNP0262547.6,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL5078388,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,IC50,7.51,CHEMBL5042443,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0262547.6,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL5078388,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13,Ki,6.12,CHEMBL5042440,9,B,CHEMBL287,Sigma opioid receptor,Homo sapiens
CNP0263523,NNc1nncc2ccccc12,CHEMBL5182989,NNc1nnc(Cl)c2ccccc12,IC50,4.18,CHEMBL5105641,9,B,CHEMBL2189139,"Aspartate aminotransferase, cytoplasmic",Homo sapiens
CNP0258703.3,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CHEMBL5185250,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)cc1F,IC50,6.97,CHEMBL5146812,9,B,CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
